18:3,1,5,7,7,4,8,5,5,2,5,6,1,4,7,2,4,8,2,8,4,5,7,8,7,5,1,5,6,8
19:5,2,2,2,8,5,9,1,6,8,1,2,1,9,4,2,9,9,5,1,5,6,2,9,1,3,1,6,6,5
20:2,8,6,4,7,2,8,2,1,5,7,6,1,6,4,1,9,3,6,9,7,7,3,6,5,6,2,8,3,9
21:4,7,2,9,7,5,6,6,1,4,9,3,8,4,5,8,4,5,2,3,6,7,9,9,2,9,2,3,6,7
22:3,7,9,8,4,4,6,2,5,7,5,9,3,2,7,6,2,4,3,7,5,4,6,4,4,9,7,6,5,1
23:4,9,2,6,5,1,9,8,5,5,5,8,3,7,9,5,2,2,4,4,6,7,6,5,7,3,8,8,1,8
24:6,8,8,8,7,4,5,2,7,1,4,9,8,8,3,3,4,2,8,9,4,6,2,7,9,6,1,1,3,5
25:6,6,3,2,5,9,8,4,4,6,9,5,3,9,6,3,7,6,9,5,6,6,3,2,3,5,1,6,7,4
26:8,3,4,6,5,9,5,1,1,1,3,7,5,2,8,5,5,9,2,3,7,5,5,7,3,3,7,2,1,1
27:4,2,3,5,9,9,6,2,8,1,4,4,5,6,9,7,1,9,9,9,3,5,2,7,8,4,7,5,8,2
28:8,4,5,4,6,2,9,4,3,9,4,6,4,6,4,5,3,7,5,1,5,1,2,9,1,4,7,7,2,6
29:2,9,9,5,1,4,3,6,6,9,4,7,5,4,2,5,9,6,1,3,1,6,9,9,6,8,2,7,3,3
30:4,9,2,6,5,1,9,8,5,5,5,8,3,7,9,5,2,2,4,4,6,7,6,5,7,3,8,8,1,3
31:4,5,1,1,1,1,2,4,9,9,1,7,3,9,2,1,9,4,9,4,8,9,2,4,6,6,6,2,9,2
32:1,1,3,5,9,5,4,5,7,3,4,8,3,2,6,8,2,7,5,1,1,8,2,5,9,9,1,8,1,8
33:6,8,8,8,7,4,5,2,7,1,4,9,8,8,3,3,4,2,8,9,5,6,2,7,9,6,1,1,3,5
34:3,5,1,2,9,2,5,8,5,1,2,8,5,9,4,8,9,2,2,9,6,7,3,1,6,2,9,2,5,8
35:7,6,7,8,8,1,7,5,2,9,3,6,5,7,5,2,1,4,3,5,8,6,1,2,8,3,9,3,5,6
36:3,6,5,9,8,9,3,9,4,9,3,2,9,7,8,8,6,6,8,7,7,4,5,1,9,7,6,9,2,2
37:8,4,1,4,9,3,1,5,5,9,8,7,2,8,1,2,5,2,2,2,2,3,5,1,6,5,2,8,7,3
38:4,1,6,9,8,9,7,3,5,1,5,8,2,2,6,8,7,5,3,1,4,6,9,4,3,8,8,1,5,5
39:4,1,6,9,8,9,7,2,5,1,5,8,2,2,6,8,7,5,3,1,4,6,9,4,3,8,8,1,5,5
40:7,6,5,5,9,3,8,5,9,2,7,6,2,2,4,2,6,6,2,4,5,1,6,9,4,2,1,2,5,4
41:9,9,3,2,6,1,4,7,5,6,6,9,9,2,4,5,9,4,3,4,7,4,4,5,1,4,5,2,1,3
42:2,9,7,7,7,1,8,4,8,5,5,6,8,7,7,1,9,5,1,8,4,8,6,1,7,6,8,4,5,8
43:8,7,7,5,7,2,3,9,1,8,5,1,6,8,9,5,8,6,3,9,8,1,9,4,6,2,3,5,1,5
44:7,6,1,2,1,1,2,8,4,3,9,1,3,7,6,5,3,2,5,5,4,8,3,5,5,1,1,1,9,7
45:6,6,3,2,5,9,8,4,4,6,9,5,3,9,6,3,7,6,9,5,6,6,3,2,3,5,1,6,7,5
46:4,1,6,9,8,9,7,2,5,1,5,8,2,2,6,8,7,5,3,1,4,6,9,4,3,8,8,1,5,9
47:3,7,2,4,1,2,6,6,4,5,1,7,1,8,7,7,3,7,1,2,1,1,8,9,1,4,8,6,2,2
48:8,5,6,5,2,6,8,8,5,2,6,8,5,5,2,6,7,8,6,3,2,9,7,3,3,1,9,7,3,6
49:5,6,2,2,2,3,2,7,8,3,4,6,2,7,7,4,9,5,3,7,9,8,3,7,3,6,7,8,4,1
50:8,3,8,2,8,8,2,9,2,2,9,1,7,5,4,7,4,3,6,8,6,9,6,4,4,2,9,7,2,5
51:7,9,1,9,7,6,8,2,6,7,3,2,4,6,1,2,7,8,9,9,2,2,7,9,3,7,4,6,7,2
52:7,6,1,2,1,1,2,8,4,3,9,1,3,7,6,5,3,2,5,5,4,8,3,3,5,1,1,1,9,7
53:6,1,7,4,1,1,4,2,9,1,2,2,2,6,5,2,2,4,5,1,9,3,9,1,3,1,9,1,4,3
54:7,2,6,2,5,8,4,6,5,8,3,8,8,3,4,2,6,6,3,2,6,4,4,3,4,1,7,3,6,9
55:4,9,2,6,5,1,9,8,5,5,6,8,3,7,9,5,2,2,4,4,6,7,6,5,7,3,8,8,1,8
56:7,6,1,2,1,1,2,8,4,3,9,1,3,7,6,5,3,2,5,5,4,8,3,5,5,1,1,1,9,4
57:9,4,8,8,1,3,6,4,2,2,9,3,3,5,2,7,6,7,9,7,1,7,8,1,5,2,8,6,8,6
58:3,3,1,8,8,1,6,1,4,3,6,7,1,6,3,8,4,3,4,3,1,3,3,5,3,3,2,9,6,6
59:5,2,2,2,8,5,9,1,6,8,1,2,1,9,4,2,9,9,5,1,5,6,2,9,1,3,1,6,6,3
60:3,4,8,3,2,7,5,3,4,3,6,2,3,7,9,4,3,2,4,5,3,8,5,6,7,3,6,3,4,5
61:7,1,3,7,6,4,1,6,5,2,8,4,5,6,3,7,9,8,3,5,4,3,7,8,7,5,2,4,6,8
62:6,1,3,4,7,3,4,5,4,2,8,6,6,3,5,7,9,4,7,4,8,9,2,6,2,8,9,3,7,8
63:3,7,4,6,2,7,2,7,1,2,6,2,4,2,5,5,2,3,7,6,5,7,1,2,4,2,3,4,8,3
64:3,1,6,7,5,8,2,8,8,5,9,9,6,4,6,8,4,9,2,9,9,5,6,8,1,6,4,1,6,8
65:8,8,7,4,6,2,1,3,7,8,1,5,2,7,2,3,1,7,8,1,7,9,6,8,5,3,1,9,8,8
66:4,7,2,1,7,4,6,5,1,5,7,9,8,6,1,6,7,2,2,1,1,1,5,9,6,6,6,5,2,9
67:8,3,8,5,6,3,7,5,9,7,4,6,4,4,6,9,6,1,3,6,1,5,2,7,6,5,8,3,6,1
68:5,8,7,5,5,5,7,3,2,9,7,7,8,2,8,6,7,3,5,2,3,4,7,5,5,3,8,4,1,3
69:1,1,3,5,9,5,4,5,7,3,4,8,3,2,6,8,2,7,6,1,1,8,2,5,9,9,1,8,1,8
70:5,2,2,9,5,1,5,1,8,3,5,4,2,9,4,7,4,9,5,2,6,6,3,4,4,4,1,6,1,8
71:2,4,8,3,2,4,2,1,9,6,2,8,7,2,7,2,1,4,9,3,3,9,3,5,9,4,5,6,2,3
72:2,7,7,5,7,6,3,7,4,6,6,8,6,7,5,8,1,1,2,8,5,9,5,3,6,9,5,2,7,2
73:4,7,5,7,4,4,4,2,7,1,6,1,5,5,5,6,8,6,8,3,3,8,4,6,9,1,2,6,7,9
74:5,7,1,2,7,4,8,4,6,5,7,2,6,9,2,8,1,7,1,7,9,5,5,4,8,8,1,2,9,4
75:5,2,2,9,5,1,5,1,8,3,5,4,2,9,4,6,4,9,5,2,6,6,3,4,4,4,1,6,1,1
76:6,9,8,3,8,2,6,1,7,2,1,7,3,9,9,3,5,5,6,7,1,5,8,7,7,5,3,5,9,8
77:2,6,1,8,8,3,3,1,4,9,7,1,5,2,2,6,5,9,3,8,5,4,6,8,1,3,4,1,7,3
78:4,5,4,3,2,9,9,3,6,7,5,3,8,1,3,2,5,6,8,3,1,6,1,8,9,3,6,6,5,1
79:7,6,7,8,8,1,7,5,2,9,3,6,5,7,5,2,1,4,3,5,8,6,1,2,8,3,9,3,5,6
80:5,5,4,7,9,6,9,5,1,8,5,5,5,8,2,9,2,4,6,5,6,5,4,1,6,5,6,2,1,2
81:8,7,7,5,7,2,3,9,1,8,5,1,6,8,9,5,8,6,3,9,8,1,9,4,6,2,3,5,1,1
82:7,1,3,7,6,4,1,6,5,2,8,4,5,6,3,7,2,8,3,5,4,3,7,8,7,5,2,4,6,8
83:3,5,1,2,9,6,5,8,5,1,2,8,5,9,4,8,9,2,2,9,6,7,3,1,6,2,9,2,5,3
84:4,4,8,9,7,8,5,2,5,2,8,1,4,5,9,4,8,4,1,2,8,5,4,1,8,8,1,5,5,1
85:4,2,5,3,5,2,7,6,9,5,1,6,3,7,6,3,3,2,8,9,5,8,4,1,3,6,2,5,1,1
86:9,9,8,7,9,1,9,9,9,9,5,9,1,1,1,2,8,9,2,3,6,8,7,6,4,9,2,9,2,7
87:6,9,8,3,8,2,6,1,7,2,1,7,3,9,9,3,5,5,6,7,1,5,8,7,7,5,3,5,9,1
88:6,2,6,3,4,9,8,8,3,7,9,2,7,5,6,9,9,8,3,2,5,7,7,2,1,1,3,4,4,5
89:8,5,6,5,2,6,8,8,5,2,6,8,5,5,2,6,7,8,6,3,2,9,7,3,3,1,9,7,3,3
90:6,3,5,5,8,2,8,9,3,1,1,3,4,9,1,7,7,5,6,3,1,7,4,3,9,1,5,1,2,3
91:8,6,7,3,9,2,6,7,8,4,3,5,3,9,5,6,3,4,5,8,6,4,6,7,9,1,8,2,8,6
92:2,5,9,8,6,8,5,1,2,1,9,1,6,6,4,1,6,4,9,3,4,4,7,8,6,2,9,6,7,8
93:2,7,9,1,3,7,4,4,9,4,6,1,4,3,9,1,8,4,8,8,4,2,5,4,6,9,1,6,7,7
94:4,9,5,6,3,1,8,1,4,6,4,4,6,7,4,1,3,8,1,2,4,8,7,5,3,6,9,6,8,4
95:5,8,8,8,1,6,4,1,9,2,4,3,2,8,2,9,3,2,3,9,6,4,8,6,8,5,2,3,2,6
96:8,7,1,4,9,3,1,5,5,9,8,7,2,8,1,2,5,2,2,2,2,3,5,1,6,5,2,8,7,3
97:7,1,6,2,5,8,4,6,5,8,3,8,8,3,4,2,6,6,3,2,6,4,4,3,4,1,7,3,6,6
98:2,6,1,7,4,4,9,5,7,9,1,7,6,6,7,4,2,7,7,8,9,1,7,5,2,3,4,1,7,4
99:7,4,5,7,3,7,4,6,1,9,1,4,9,7,2,1,9,8,3,5,9,3,9,7,8,6,1,4,1,3
100:1,8,9,3,6,7,8,6,6,7,7,7,4,6,9,2,8,6,4,8,9,3,2,7,3,7,7,2,4,9
101:2,4,7,9,8,8,6,5,2,8,3,9,3,1,7,1,8,7,9,8,1,8,4,9,4,1,8,7,9,6
102:9,6,5,4,5,1,8,6,5,4,8,7,7,8,1,5,9,7,2,9,4,2,3,4,5,6,3,7,7,7
103:4,9,5,2,1,8,9,9,5,4,4,7,6,8,1,7,5,5,5,3,9,2,7,5,3,7,2,9,9,9
104:7,9,1,9,7,6,8,2,6,7,3,2,4,6,1,2,7,8,9,9,2,2,7,9,3,7,4,6,7,6
105:8,3,8,2,8,8,2,9,2,2,9,1,7,5,4,7,4,3,6,8,6,9,2,4,4,2,9,7,2,5
106:3,5,9,5,6,1,1,3,4,1,8,6,6,6,8,2,3,3,3,7,8,4,7,1,5,4,4,6,5,6
107:2,8,6,4,7,2,8,2,1,5,7,6,1,6,4,6,9,3,6,9,7,7,3,6,5,6,2,8,3,6
108:7,6,8,3,6,4,5,7,6,1,4,9,9,9,4,6,9,6,7,7,5,9,5,2,9,1,8,5,9,8
109:3,2,4,3,2,6,8,4,5,2,8,6,4,7,5,5,3,6,2,9,6,3,4,6,5,9,1,5,2,1
110:8,8,3,2,8,2,9,3,7,3,8,2,7,7,2,4,6,3,1,1,1,2,6,2,2,4,9,6,5,4
111:8,1,2,4,8,5,9,9,3,8,5,1,6,2,4,8,4,8,7,6,3,5,5,8,2,6,3,1,5,3
112:8,7,2,8,8,8,6,1,4,8,5,9,1,1,9,3,9,2,8,8,1,3,5,7,7,3,1,7,5,5
113:5,3,4,6,5,9,5,1,1,1,3,7,5,2,8,5,5,9,2,3,7,5,5,7,3,3,7,2,1,7
114:3,1,5,7,7,4,8,5,5,2,5,6,6,4,7,2,4,8,2,8,4,5,7,8,7,5,1,5,6,7
115:7,3,6,1,9,9,8,2,4,2,6,7,4,7,9,6,1,4,5,3,7,2,8,7,8,5,7,1,2,2
116:8,5,6,5,2,6,8,8,5,2,6,8,5,5,2,6,7,8,6,3,2,9,7,3,3,1,9,7,3,6
117:6,9,8,3,8,2,6,1,7,2,1,7,3,9,9,3,5,5,6,7,1,5,8,7,7,5,3,5,9,1
118:2,9,7,7,7,1,8,4,8,5,5,6,8,7,7,1,9,5,1,8,4,8,6,1,7,6,8,4,3,8
119:8,7,8,4,8,6,6,2,4,6,7,5,9,8,7,4,5,5,5,2,3,9,1,3,4,1,5,1,6,7
120:8,7,3,4,1,5,8,3,5,6,5,2,6,5,6,1,8,8,7,6,3,4,7,6,6,8,1,1,5,4
121:2,9,9,5,1,4,3,1,6,9,4,7,5,4,2,5,9,6,1,3,1,6,9,9,6,8,2,7,3,3
122:9,1,6,7,9,2,3,6,1,2,9,1,6,7,2,2,5,2,3,6,4,5,1,7,9,8,9,4,5,2
123:8,7,7,5,7,2,3,9,1,8,5,3,6,8,9,5,8,6,3,9,8,1,9,4,6,2,3,5,1,5
124:3,7,5,7,6,6,6,3,3,2,8,7,9,4,1,5,3,9,9,1,1,1,4,1,2,1,1,5,9,9
125:8,9,5,7,1,5,6,9,5,7,9,2,5,9,3,5,1,8,7,4,4,4,6,5,9,8,9,9,5,6
126:7,1,3,7,6,4,1,6,5,2,8,4,5,6,3,7,9,8,3,5,4,3,7,8,7,5,2,4,6,5
127:7,5,2,8,8,1,7,9,6,7,8,5,4,8,5,2,6,6,8,8,7,1,5,1,5,8,1,6,4,1
128:6,7,7,1,1,7,7,3,8,7,9,2,2,6,3,1,3,6,2,3,8,9,4,1,5,6,2,7,2,7
129:8,7,3,5,5,8,2,9,5,7,8,9,7,9,3,2,9,3,7,4,6,2,8,1,2,2,3,4,8,1
130:8,2,9,8,4,9,1,2,4,2,5,2,3,5,9,5,6,1,2,8,7,4,2,9,4,2,1,4,2,3
131:8,4,2,7,6,8,8,9,4,7,6,2,9,2,5,9,4,6,9,4,3,6,6,9,4,2,4,8,9,1
132:5,8,4,5,6,3,4,1,3,3,4,2,2,2,7,9,3,9,7,5,5,4,4,6,9,2,5,3,7,1
133:1,1,5,8,6,9,4,6,2,6,9,6,8,5,9,8,7,2,9,3,5,6,5,1,7,3,2,6,4,8
134:8,2,7,2,3,1,7,7,1,4,1,8,7,8,3,7,1,4,6,6,7,2,3,3,2,7,5,3,7,8
135:6,9,5,3,6,3,5,7,9,7,6,9,1,4,6,7,8,4,2,6,1,9,7,1,8,4,5,1,7,3
136:4,7,1,1,5,9,5,3,8,3,3,7,5,1,8,2,1,1,3,9,5,7,4,2,1,1,7,5,8,9
137:4,8,9,9,8,7,3,1,1,3,1,8,2,9,3,9,4,4,9,2,1,2,3,1,2,7,9,7,1,1
138:6,9,8,9,2,8,3,9,8,6,6,4,2,8,4,8,7,3,9,4,1,5,9,4,9,5,8,6,3,4
139:3,7,5,7,6,6,6,3,3,2,8,7,9,4,1,5,3,9,9,1,1,1,4,1,2,1,1,5,6,9
140:6,1,7,4,8,1,4,2,9,1,2,2,2,6,5,2,2,4,5,1,9,3,9,1,3,1,9,1,4,3
141:3,5,9,8,2,3,2,5,8,1,5,3,6,8,7,8,1,5,1,2,9,9,3,8,2,7,9,5,6,1
142:2,8,1,6,6,7,1,7,6,2,4,4,7,1,9,2,1,7,7,3,8,1,8,1,9,4,2,1,2,6
143:1,1,1,5,4,1,6,5,7,2,3,6,9,1,8,5,7,9,8,4,9,1,9,2,7,5,2,4,7,2
144:5,9,3,7,3,8,8,7,3,6,7,8,5,2,1,6,2,7,5,4,8,4,5,4,7,5,6,6,7,4
145:5,8,4,5,6,3,4,1,3,3,4,2,2,2,7,9,3,9,7,5,5,4,4,6,9,2,5,3,7,7
146:6,8,2,5,7,2,8,1,4,9,6,5,9,4,5,4,5,9,4,9,3,2,9,5,3,9,2,5,8,5
147:1,3,8,6,2,7,5,3,7,2,4,5,9,9,8,3,6,4,7,5,2,3,2,1,2,7,1,4,8,7
148:9,9,8,7,9,1,9,9,9,9,5,9,1,1,1,2,4,9,2,3,6,8,7,6,4,9,2,9,2,9
149:6,7,5,6,1,9,2,5,6,3,7,2,5,6,1,3,6,1,9,5,3,3,7,3,6,1,6,1,8,9
150:7,5,7,8,7,2,5,8,1,6,1,6,6,2,7,2,7,7,2,2,8,6,2,2,9,1,2,8,3,7
151:1,5,9,1,6,1,6,8,7,3,9,1,7,6,8,3,9,9,1,8,9,8,3,5,6,6,6,2,5,8
152:2,6,1,7,4,4,9,5,7,9,1,7,6,6,7,4,2,7,7,8,9,4,7,5,2,3,4,1,7,4
153:8,2,6,1,2,3,4,2,5,2,7,5,5,9,3,3,6,8,4,6,7,5,2,5,2,5,9,4,8,1
154:4,7,2,9,7,5,6,6,1,4,9,3,8,4,5,8,4,5,2,3,6,7,9,9,2,9,2,3,6,7
155:5,5,4,7,9,3,9,5,1,8,5,5,5,8,2,9,2,4,6,5,6,5,4,1,6,5,6,2,1,8
156:2,4,8,3,2,4,2,1,9,6,2,8,7,2,7,2,1,4,9,3,3,9,3,5,9,4,5,6,2,5
157:8,9,8,7,5,2,4,8,7,2,2,4,2,7,3,3,9,1,1,3,7,5,6,5,8,1,7,9,5,8
158:8,7,1,4,9,3,1,5,5,9,8,7,2,8,1,2,5,2,2,2,2,3,5,1,6,5,2,8,7,6
159:1,4,3,4,8,8,8,6,2,1,7,3,6,3,4,1,6,7,5,4,9,8,3,2,8,6,3,5,4,5
160:2,4,2,1,5,6,7,6,3,7,4,9,9,9,7,8,6,5,8,1,7,6,5,5,5,2,4,7,3,8
161:3,3,2,5,4,6,4,4,5,2,8,7,7,2,4,6,8,2,6,8,1,2,3,2,7,2,8,9,6,1
162:9,9,3,2,6,1,4,7,5,6,6,9,9,2,4,5,9,4,3,4,7,4,4,5,1,4,5,2,1,2
163:3,1,4,8,1,1,4,9,9,7,6,4,7,4,5,4,1,6,1,8,7,2,4,1,5,7,6,8,4,6
164:5,2,3,8,1,4,8,9,9,7,6,8,9,5,1,2,1,8,3,8,3,3,2,1,6,8,2,3,2,9
165:3,1,6,7,5,8,2,8,8,5,9,9,6,4,6,8,4,9,2,9,9,5,6,8,1,6,4,1,6,5
166:6,1,1,1,8,3,1,1,5,6,7,5,9,3,3,9,9,4,2,5,9,8,8,8,6,9,8,9,1,2
167:6,7,3,8,5,2,5,5,9,9,7,4,5,1,1,3,4,9,1,8,6,9,9,3,5,3,7,1,2,5
168:5,6,7,9,2,6,2,2,9,8,2,5,5,4,5,4,3,3,2,4,3,1,9,8,4,3,6,2,4,1
169:3,4,9,7,1,7,3,2,5,9,1,1,9,4,4,7,7,2,4,8,5,3,9,6,3,7,2,4,1,6
170:3,9,5,6,3,3,8,9,7,2,8,1,1,4,9,7,5,4,2,3,4,9,5,4,9,7,8,1,6,4
171:2,7,7,5,5,8,6,6,2,9,3,4,8,8,8,6,8,7,8,2,9,1,3,7,5,3,8,8,1,7
172:7,1,6,2,5,8,4,6,5,8,3,8,8,3,4,2,6,6,3,2,6,4,4,3,4,1,7,3,6,9
173:7,4,5,2,9,4,3,7,6,8,6,4,1,7,4,3,2,6,7,9,3,3,4,4,4,2,6,5,4,2
174:3,5,1,2,9,2,5,8,5,1,2,8,5,9,4,8,9,2,2,9,6,7,3,1,6,2,9,2,5,3
175:3,3,1,9,8,1,6,1,4,3,6,7,1,6,3,8,4,3,4,3,1,3,3,5,3,3,2,9,6,2
176:7,1,2,3,8,8,6,7,1,2,8,7,7,5,3,3,8,3,3,3,5,9,6,2,3,6,5,2,5,7
177:3,7,7,7,6,2,2,7,8,6,2,8,7,3,5,6,1,3,2,8,8,6,2,3,6,1,7,4,9,5
178:3,9,5,6,3,3,8,9,7,2,8,1,1,4,9,7,5,4,2,3,4,9,5,4,9,7,8,1,6,2
179:7,3,6,1,9,9,8,2,4,2,6,7,5,7,9,6,1,4,5,3,7,2,8,7,8,5,7,1,2,2
180:1,5,9,1,7,1,6,8,7,3,9,1,7,6,8,3,9,9,1,8,9,8,3,5,6,6,6,2,5,8
181:3,7,2,4,1,2,6,6,4,5,1,7,1,8,7,3,3,7,1,2,1,1,8,9,1,4,8,6,2,2
182:6,8,6,7,9,4,3,5,5,3,9,8,8,4,7,9,3,2,4,9,8,6,9,2,8,1,9,3,7,6
183:9,9,5,2,4,1,7,9,7,4,2,5,3,9,9,3,1,2,3,3,8,8,5,4,5,5,7,3,7,4
184:9,7,8,5,7,4,7,8,7,9,7,4,8,6,7,4,4,2,2,9,7,2,7,8,5,2,5,9,7,6
185:9,1,3,8,8,2,7,2,9,5,7,1,3,2,4,7,7,8,3,9,1,3,7,6,1,6,4,8,6,3
186:9,4,6,6,3,9,2,4,5,8,9,3,4,1,3,2,8,2,1,9,1,7,9,9,7,6,6,1,4,8
187:3,9,1,1,7,2,5,8,2,4,3,8,3,1,9,4,3,6,2,5,7,8,6,4,1,8,4,3,6,4
188:1,8,9,3,6,7,8,6,6,7,7,7,4,3,9,2,8,6,4,8,9,3,2,7,3,7,7,2,4,3
189:2,7,4,8,9,2,4,8,9,5,1,7,8,3,7,7,4,8,2,1,6,6,4,5,2,5,3,1,3,7
190:2,6,1,7,4,4,9,5,7,9,1,7,6,6,7,4,2,7,7,8,9,4,7,5,2,3,4,1,7,3
191:2,8,4,4,4,7,4,2,8,2,8,1,9,6,3,6,3,3,2,1,5,5,8,5,1,7,6,9,6,1
192:4,2,3,5,9,9,6,7,8,1,4,4,5,6,9,7,1,9,9,9,3,5,2,7,8,4,7,5,8,4
193:4,5,4,4,4,2,6,4,2,6,7,2,2,6,1,1,8,2,9,9,6,3,7,7,3,9,4,6,4,9
194:7,7,5,8,7,2,5,8,9,4,2,5,4,6,7,1,1,9,8,4,9,7,8,8,4,5,6,8,4,3
195:6,3,6,6,9,5,5,1,5,9,4,3,2,9,9,3,3,2,8,1,3,1,4,2,6,9,6,4,2,5
196:8,2,7,8,3,5,1,9,7,2,5,6,3,7,4,8,5,7,4,5,5,5,8,8,9,2,1,3,2,6
197:1,8,9,3,6,7,8,6,6,7,7,7,4,6,9,2,8,6,4,8,9,3,2,7,3,7,7,2,4,3
198:5,3,6,5,4,1,4,6,4,2,2,8,4,8,7,7,2,4,4,2,5,9,8,2,4,5,7,7,6,5
199:9,1,9,2,8,8,6,9,8,5,1,7,8,6,7,2,8,2,8,9,7,2,8,2,6,7,9,2,3,2
200:6,6,6,4,2,6,4,7,5,7,4,3,1,2,4,8,8,1,4,4,7,4,8,9,2,5,6,9,3,8
201:1,5,6,4,7,3,8,1,4,5,1,1,6,5,6,1,7,6,2,9,5,3,3,5,6,9,5,7,2,4
202:3,1,3,9,1,2,5,1,2,5,6,3,1,3,6,8,5,4,5,6,1,7,8,5,2,7,2,2,5,4
203:3,8,5,9,9,3,9,5,6,5,2,6,2,5,8,1,4,7,8,3,9,4,8,3,2,7,8,3,9,9
204:8,3,9,3,2,4,4,6,3,8,6,4,4,2,2,1,7,4,2,7,7,2,8,2,5,6,3,3,4,1
205:8,2,7,2,3,1,7,7,1,4,1,8,7,8,3,7,1,4,8,6,7,2,3,3,2,7,5,3,7,8
206:4,7,8,8,7,9,2,7,1,6,9,9,2,9,4,7,5,1,6,2,8,9,2,5,3,9,5,3,1,7
207:3,1,6,4,4,3,6,3,9,3,9,5,3,8,6,1,7,9,6,5,1,4,1,8,2,1,3,7,8,7
208:9,9,8,7,9,1,9,9,9,9,5,9,1,1,1,2,4,9,2,3,6,8,7,6,4,9,2,9,2,7
209:3,3,4,2,4,2,2,7,4,8,5,7,5,5,6,8,7,5,6,7,3,7,2,7,4,4,4,8,7,9
210:1,3,8,1,4,1,1,5,7,8,2,4,4,7,5,2,6,2,8,3,6,8,3,6,8,7,6,1,8,5
211:4,5,4,3,2,9,9,3,6,7,5,3,8,1,3,2,5,6,8,3,1,6,1,8,9,3,6,6,5,9
212:6,6,6,2,5,9,8,4,4,6,9,5,3,9,6,3,7,6,9,5,6,6,3,2,3,5,1,6,7,5
213:9,6,5,4,5,1,8,6,5,4,8,7,7,8,1,5,9,7,2,9,4,2,3,4,5,6,3,4,7,6
214:5,6,2,2,2,3,2,7,8,3,4,6,2,7,7,4,9,5,3,7,9,8,3,7,3,6,7,8,4,1
215:5,7,1,2,7,4,8,4,6,5,4,2,6,9,2,8,1,7,1,7,9,5,5,4,8,8,1,2,9,3
216:1,5,9,1,6,1,6,8,7,3,9,1,7,6,8,3,9,9,1,8,9,8,3,5,6,6,6,2,5,4
217:8,9,6,5,2,6,2,8,1,7,7,4,7,3,6,2,1,4,8,6,2,7,8,1,5,7,2,6,3,1
218:6,7,4,9,9,7,9,6,4,3,7,1,5,7,1,2,9,8,3,2,7,3,1,3,1,9,4,9,1,7
219:9,5,6,6,9,3,1,1,5,4,6,8,1,2,6,8,2,8,2,1,8,1,5,5,2,7,3,9,1,4
220:4,5,1,1,1,1,2,4,9,9,1,7,3,9,2,1,9,4,9,4,8,9,2,4,6,7,6,2,9,6
221:6,7,9,7,9,1,1,7,3,9,6,6,4,1,4,1,6,4,5,1,8,9,7,9,5,8,3,8,5,7
222:1,8,1,6,9,3,4,4,5,5,6,4,2,5,3,1,5,8,4,6,9,3,9,1,7,5,1,9,8,2
223:6,5,9,8,1,9,2,3,8,5,9,4,4,5,6,8,8,7,3,7,4,7,6,3,7,9,1,5,5,3
224:8,5,1,8,3,8,3,3,1,7,7,9,4,5,8,3,7,6,9,2,6,7,9,5,5,1,9,9,6,2
225:9,9,3,2,6,1,4,7,5,6,6,9,9,2,4,5,9,4,3,4,7,4,4,5,1,4,5,2,7,2
